case_id,cik,company,stratum,role,verdict,reason,replacement_case_id
P302,39677,"AV Homes, Inc.  (CIK 0000039677)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P303,1275283,REYNOLDS AMERICAN INC  (CIK 0001275283),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P304,1039684,ONEOK INC /NEW/  (OKE)  (CIK 0001039684),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P305,875159,XL GROUP LTD  (CIK 0000875159),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P306,1533932,"Vantiv, Inc.  (CIK 0001533932)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P307,726513,TRIBUNE MEDIA CO  (CIK 0000726513),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P308,1676479,"CapStar Financial Holdings, Inc.  (CIK 0001676479)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P309,865436,WHOLE FOODS MARKET INC  (CIK 0000865436),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P310,791519,STAPLES INC  (CIK 0000791519),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P311,1267130,CABELAS INC  (CIK 0001267130),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P312,808461,"GCI LIBERTY, INC.  (CIK 0000808461)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P313,85408,ROWAN COMPANIES PLC  (CIK 0000085408),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P314,277595,ENERGEN CORP  (CIK 0000277595),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P315,10254,EARTHSTONE ENERGY INC  (CIK 0000010254),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P316,93859,BIGLARI HOLDINGS INC.  (CIK 0000093859),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P317,1412232,VWR Corp  (CIK 0001412232),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P318,1208208,"DIGITALGLOBE, INC.  (CIK 0001208208)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P319,878560,"CalAtlantic Group, Inc.  (CIK 0000878560)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P320,1610950,"INC Research Holdings, Inc.  (CIK 0001610950)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P321,1348259,VALIDUS HOLDINGS LTD  (CIK 0001348259),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P322,1568669,"PENNYMAC FINANCIAL SERVICES, INC.  (CIK 0001568669)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P323,1657197,"Cotiviti Holdings, Inc.  (CIK 0001657197)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P324,777491,CH2M HILL COMPANIES LTD  (CIK 0000777491),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P325,1590584,Civeo Corp  (CVEO)  (CIK 0001590584),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P326,1179060,"EnLink Midstream Partners, LP  (CIK 0001179060)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P327,1520566,Nationstar Mortgage Holdings Inc.  (CIK 0001520566),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P328,1543643,CU Bancorp  (CIK 0001543643),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P329,1157377,ADVISORY BOARD CO  (CIK 0001157377),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P330,1690769,Silver Run Acquisition Corp II  (CIK 0001690769),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P331,754737,SCANA CORP  (CIK 0000754737),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P332,799729,PAREXEL INTERNATIONAL CORP  (CIK 0000799729),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P333,1476651,"FCB FINANCIAL HOLDINGS, INC.  (CIK 0001476651)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P334,1163199,FNB BANCORP/CA/  (CIK 0001163199),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P335,1404973,"Energy XXI Gulf Coast, Inc.  (CIK 0001404973)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P336,920760,"LENNAR CORP /NEW/  (LEN, LEN-B)  (CIK 0000920760)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P337,1606363,"Green Bancorp, Inc.  (CIK 0001606363)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P338,1479750,Capital Bank Financial Corp.  (CIK 0001479750),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P339,1172139,BILL BARRETT CORP  (CIK 0001172139),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P340,701221,CIGNA CORP  (CIK 0000701221),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P341,1698514,"National Energy Services Reunited Corp.  (NESR, NESRW)  (CIK 0001698514)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P342,1369817,"OneBeacon Insurance Group, Ltd.  (CIK 0001369817)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P343,1615418,Beneficial Bancorp Inc.  (CIK 0001615418),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P344,1678531,Envision Healthcare Corp  (CIK 0001678531),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P345,1380393,Fortress Investment Group LLC  (CIK 0001380393),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P346,1027884,CHICAGO BRIDGE & IRON CO N V  (CIK 0001027884),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P347,1096385,VECTREN CORP  (CIK 0001096385),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P348,1610793,"State National Companies, Inc.  (CIK 0001610793)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P349,793547,NAVIGATORS GROUP INC  (CIK 0000793547),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P350,1649749,FB Financial Corp  (FBK)  (CIK 0001649749),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
